date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2019-08-30,30,22,0.0,10.3,6,0,06:37 AM,07:37 PM,06:32 AM,07:04 PM,20,28,28,26,7,41,74,5.1,1013,30,9,160,4,boise
2019-08-31,30,21,0.0,9.0,6,0,07:42 AM,08:23 PM,06:32 AM,07:03 PM,20,28,28,26,8,45,76,6.4,1013,30,9,156,5,boise
2019-09-01,31,22,0.0,10.3,6,9,08:44 AM,09:09 PM,06:32 AM,07:02 PM,21,29,29,27,7,40,76,4.1,1013,31,10,259,5,boise
2019-09-02,30,22,0.0,9.0,6,16,09:45 AM,09:53 PM,06:32 AM,07:01 PM,21,28,28,26,8,50,77,3.5,1012,30,10,252,5,boise
2019-09-03,30,22,0.0,10.3,6,24,10:44 AM,10:37 PM,06:33 AM,07:00 PM,20,28,28,25,8,38,75,4.0,1013,30,10,124,5,boise
2019-09-04,31,22,0.0,8.9,6,32,11:44 AM,11:23 PM,06:33 AM,06:59 PM,21,29,29,26,8,37,75,0.9,1015,31,10,170,5,boise
2019-09-05,30,23,0.0,7.5,6,39,12:41 PM,No moonset,06:33 AM,06:59 PM,22,29,29,26,8,50,80,0.4,1015,30,9,229,5,boise
2019-09-06,30,21,0.0,8.9,6,47,01:38 PM,12:10 AM,06:33 AM,06:58 PM,21,27,27,25,12,63,82,2.4,1014,30,8,130,7,boise
2019-09-07,29,20,0.0,6.1,6,54,02:32 PM,12:59 AM,06:33 AM,06:57 PM,21,26,26,24,9,76,84,24.5,1013,29,8,205,5,boise
2019-09-08,29,19,0.0,8.9,6,62,03:24 PM,01:49 AM,06:34 AM,06:56 PM,21,26,26,24,7,58,84,43.5,1015,29,7,162,4,boise
2019-09-09,29,20,0.0,8.9,6,69,04:11 PM,02:41 AM,06:34 AM,06:55 PM,21,26,26,24,8,58,84,40.7,1015,29,7,124,4,boise
2019-09-10,29,20,0.0,7.5,6,77,04:56 PM,03:33 AM,06:34 AM,06:54 PM,20,27,27,25,7,60,81,16.4,1014,29,8,259,4,boise
2019-09-11,29,21,0.0,10.2,7,84,05:38 PM,04:23 AM,06:34 AM,06:53 PM,20,28,28,25,7,36,77,1.7,1012,29,10,247,5,boise
2019-09-12,31,20,0.0,10.2,7,92,06:16 PM,05:14 AM,06:34 AM,06:52 PM,20,28,28,26,8,34,77,0.3,1012,31,10,243,5,boise
2019-09-13,31,22,0.0,8.8,6,99,06:53 PM,06:03 AM,06:34 AM,06:52 PM,21,29,29,26,8,49,78,1.4,1013,31,10,140,5,boise
2019-09-14,31,22,0.0,8.8,6,100,07:29 PM,06:51 AM,06:35 AM,06:51 PM,21,29,29,26,8,45,78,2.1,1014,31,9,110,5,boise
2019-09-15,0,0,0.0,10.2,2,85,08:03 PM,07:39 AM,06:35 AM,06:50 PM,21,22,24,22,11,76,95,0.2,1015,0,9,0,5,boise
2019-09-16,27,0,0.0,7.5,2,78,08:38 PM,08:27 AM,06:35 AM,06:49 PM,22,25,28,25,8,68,83,8.5,1013,27,8,187,5,boise
2019-09-17,30,22,0.0,7.4,6,70,09:15 PM,09:16 AM,06:35 AM,06:48 PM,22,29,29,26,7,58,81,21.0,1012,30,8,255,4,boise
2019-09-18,30,22,0.0,8.8,6,63,09:53 PM,10:06 AM,06:35 AM,06:47 PM,21,28,28,25,6,51,79,27.5,1010,30,8,260,4,boise
2019-09-19,29,21,0.0,8.8,6,55,10:35 PM,10:58 AM,06:35 AM,06:46 PM,21,27,27,24,6,60,81,15.4,1009,29,8,81,4,boise
2019-09-20,28,20,0.0,7.4,6,48,11:21 PM,11:52 AM,06:36 AM,06:45 PM,21,26,26,24,9,70,85,22.3,1011,28,9,148,6,boise
2019-09-21,30,21,0.0,10.2,6,40,No moonrise,12:48 PM,06:36 AM,06:44 PM,22,28,28,25,9,65,84,36.3,1013,30,8,239,5,boise
2019-09-22,31,21,0.0,6.0,6,33,12:11 AM,01:45 PM,06:36 AM,06:44 PM,22,29,29,25,7,72,84,19.9,1013,31,8,221,4,boise
2019-09-23,29,21,0.0,6.0,6,25,01:07 AM,02:43 PM,06:36 AM,06:43 PM,21,27,27,24,6,77,85,48.9,1012,29,6,275,3,boise
2019-09-24,28,21,0.0,8.8,6,18,02:07 AM,03:39 PM,06:36 AM,06:42 PM,21,26,26,24,6,60,84,14.9,1010,28,8,260,4,boise
2019-09-25,27,18,0.0,6.0,6,10,03:11 AM,04:32 PM,06:37 AM,06:41 PM,21,25,25,23,10,61,88,37.0,1011,27,7,201,6,boise
2019-09-26,28,21,0.0,6.0,6,2,04:15 AM,05:23 PM,06:37 AM,06:40 PM,21,26,26,24,7,62,83,26.0,1011,28,7,214,5,boise
2019-09-27,31,20,0.0,10.2,6,0,05:20 AM,06:11 PM,06:37 AM,06:39 PM,21,28,28,26,8,43,80,1.2,1013,31,10,241,5,boise
2019-09-28,30,21,0.0,10.2,6,0,06:23 AM,06:57 PM,06:37 AM,06:38 PM,21,27,27,25,10,35,83,2.0,1014,30,10,343,5,boise
2019-09-29,29,20,0.0,8.8,6,0,07:25 AM,07:42 PM,06:37 AM,06:37 PM,21,26,26,24,8,57,86,36.5,1012,29,7,161,4,boise
2019-09-30,25,21,0.0,7.4,5,5,08:27 AM,08:27 PM,06:37 AM,06:37 PM,21,25,25,23,4,60,87,15.0,1010,25,8,85,2,boise
2019-10-01,29,20,0.0,10.2,6,12,09:28 AM,09:14 PM,06:38 AM,06:36 PM,20,27,27,25,5,44,79,1.2,1010,29,10,193,3,boise
2019-10-02,27,21,0.0,8.8,6,19,10:28 AM,10:02 PM,06:38 AM,06:35 PM,21,26,26,23,6,53,84,7.6,1011,27,9,131,4,boise
2019-10-03,29,21,0.0,7.4,6,27,11:28 AM,10:51 PM,06:38 AM,06:34 PM,21,26,26,24,7,66,83,24.1,1013,29,8,233,4,boise
2019-10-04,28,22,0.0,11.6,6,34,12:24 PM,11:43 PM,06:38 AM,06:33 PM,20,27,27,25,7,44,78,4.3,1014,28,10,208,4,boise
2019-10-05,29,22,0.0,8.8,6,41,01:19 PM,No moonset,06:39 AM,06:32 PM,21,27,27,24,5,49,81,19.4,1013,29,9,221,3,boise
2019-10-06,30,21,0.0,11.6,7,48,02:08 PM,12:35 AM,06:39 AM,06:31 PM,20,27,27,25,6,22,76,1.5,1013,30,10,197,4,boise
2019-10-07,29,22,0.0,10.2,6,56,02:55 PM,01:28 AM,06:39 AM,06:31 PM,21,27,27,25,7,27,78,0.7,1013,29,10,109,4,boise
2019-10-08,29,22,0.0,8.8,6,63,03:38 PM,02:19 AM,06:39 AM,06:30 PM,21,28,28,25,6,38,80,0.9,1013,29,10,75,4,boise
2019-10-09,28,21,0.0,8.8,6,70,04:17 PM,03:10 AM,06:40 AM,06:29 PM,21,27,27,25,4,49,82,3.3,1012,28,10,145,3,boise
2019-10-10,30,20,0.0,10.2,6,77,04:54 PM,03:59 AM,06:40 AM,06:28 PM,20,27,27,25,6,42,80,2.4,1012,30,10,249,3,boise
2019-10-11,30,20,0.0,8.8,6,85,05:30 PM,04:48 AM,06:40 AM,06:27 PM,20,26,26,24,7,41,81,1.5,1012,30,9,29,5,boise
2019-10-12,29,20,0.0,8.8,6,92,06:04 PM,05:36 AM,06:40 AM,06:27 PM,21,27,27,24,9,51,84,19.7,1012,29,8,33,5,boise
2019-10-13,29,19,0.0,8.8,6,99,06:39 PM,06:24 AM,06:41 AM,06:26 PM,21,27,27,24,5,47,83,13.1,1013,29,9,86,3,boise
2019-10-14,29,21,0.0,8.8,6,100,07:15 PM,07:13 AM,06:41 AM,06:25 PM,21,26,26,24,7,43,82,3.4,1014,29,10,164,4,boise
2019-10-15,29,20,0.0,11.6,6,86,07:53 PM,08:03 AM,06:41 AM,06:24 PM,21,26,26,24,8,32,83,0.1,1014,29,9,41,4,boise
2019-10-16,28,20,0.0,8.8,6,79,08:34 PM,08:54 AM,06:41 AM,06:24 PM,21,26,26,24,7,50,83,2.2,1014,28,8,227,4,boise
2019-10-17,29,21,0.0,10.2,6,72,09:19 PM,09:48 AM,06:42 AM,06:23 PM,21,27,27,25,6,50,83,0.9,1014,29,8,230,4,boise
2019-10-18,28,21,0.0,11.6,6,64,10:07 PM,10:43 AM,06:42 AM,06:22 PM,21,27,27,25,7,41,82,0.5,1014,28,9,152,5,boise
2019-10-19,29,20,0.0,11.6,7,57,11:00 PM,11:40 AM,06:42 AM,06:22 PM,20,26,26,24,7,13,80,0.0,1014,29,9,18,4,boise
2019-10-20,28,19,0.0,8.7,6,50,11:58 PM,12:36 PM,06:43 AM,06:21 PM,20,26,26,24,4,37,81,5.9,1014,28,9,235,3,boise
2019-10-21,30,23,0.0,10.2,6,43,No moonrise,01:31 PM,06:43 AM,06:20 PM,22,28,28,25,7,38,83,3.0,1014,30,9,147,4,boise
2019-10-22,0,21,0.0,10.2,2,35,12:58 AM,02:23 PM,06:43 AM,06:20 PM,19,21,21,21,13,82,93,0.4,1014,0,9,0,6,boise
2019-10-23,28,20,0.0,10.2,6,28,02:00 AM,03:14 PM,06:44 AM,06:19 PM,20,25,25,23,11,38,83,6.3,1013,28,8,23,7,boise
2019-10-24,28,19,0.0,10.2,5,21,03:02 AM,04:01 PM,06:44 AM,06:18 PM,20,25,25,23,9,40,83,15.2,1013,28,9,127,5,boise
2019-10-25,28,20,0.0,8.7,6,13,04:04 AM,04:46 PM,06:44 AM,06:18 PM,20,25,25,24,4,47,82,13.6,1014,28,9,109,2,boise
2019-10-26,28,20,0.0,8.7,6,6,05:05 AM,05:31 PM,06:45 AM,06:17 PM,20,25,25,23,7,38,84,12.0,1014,28,9,162,4,boise
2019-10-27,27,20,0.0,10.2,6,0,06:06 AM,06:15 PM,06:45 AM,06:17 PM,21,26,26,24,7,45,85,0.5,1014,27,8,142,4,boise
2019-10-28,30,21,0.0,10.2,6,0,07:08 AM,07:01 PM,06:46 AM,06:16 PM,22,28,28,25,6,43,84,1.2,1014,30,8,25,4,boise
2019-10-29,29,22,0.0,8.7,6,1,08:10 AM,07:49 PM,06:46 AM,06:16 PM,22,27,27,24,9,54,87,1.4,1013,29,9,123,6,boise
2019-10-30,28,21,0.0,10.2,6,8,09:11 AM,08:39 PM,06:46 AM,06:15 PM,20,25,25,23,12,31,83,0.3,1013,28,8,30,8,boise
2019-10-31,29,20,0.0,11.6,7,12,10:11 AM,09:32 PM,06:47 AM,06:15 PM,21,25,25,24,8,27,83,0.1,1014,29,7,34,6,boise
2019-11-01,29,21,0.0,11.6,6,24,11:08 AM,10:25 PM,06:47 AM,06:14 PM,21,26,26,24,8,42,84,0.2,1014,29,8,144,6,boise
2019-11-02,29,20,0.0,11.6,7,31,12:01 PM,11:19 PM,06:48 AM,06:14 PM,20,25,25,24,9,35,83,0.1,1013,29,8,45,6,boise
2019-11-03,28,20,0.0,11.6,7,39,12:50 PM,No moonset,06:48 AM,06:13 PM,20,24,24,23,11,23,83,0.0,1013,28,8,145,8,boise
2019-11-04,27,19,0.0,11.6,7,46,01:35 PM,12:11 AM,06:49 AM,06:13 PM,19,23,23,22,13,9,81,0.0,1013,27,10,140,8,boise
2019-11-05,29,18,0.0,8.7,6,54,02:15 PM,01:03 AM,06:49 AM,06:12 PM,20,25,25,23,8,44,83,1.1,1014,29,8,28,5,boise
2019-11-06,29,21,0.0,8.7,6,61,02:53 PM,01:53 AM,06:50 AM,06:12 PM,21,27,27,24,6,38,82,3.0,1015,29,9,159,4,boise
2019-11-07,28,20,0.0,11.6,7,69,03:30 PM,02:42 AM,06:50 AM,06:12 PM,20,25,25,23,7,32,84,0.1,1014,28,7,286,4,boise
2019-11-08,28,20,0.0,8.7,6,76,04:04 PM,03:31 AM,06:51 AM,06:11 PM,20,26,26,24,6,51,82,3.8,1012,28,8,239,3,boise
2019-11-09,28,20,0.0,8.7,6,84,04:39 PM,04:18 AM,06:51 AM,06:11 PM,21,26,26,24,6,48,82,2.0,1012,28,10,232,4,boise
2019-11-10,28,21,0.0,8.7,6,91,05:15 PM,05:07 AM,06:52 AM,06:11 PM,20,25,25,24,7,47,83,8.8,1013,28,10,197,4,boise
2019-11-11,28,20,0.0,7.2,6,99,05:52 PM,05:57 AM,06:52 AM,06:10 PM,21,26,26,24,8,56,84,8.9,1013,28,9,53,5,boise
2019-11-12,27,19,0.0,7.2,6,100,06:32 PM,06:49 AM,06:53 AM,06:10 PM,20,25,25,23,5,52,83,11.7,1012,27,9,226,3,boise
2019-11-13,28,20,0.0,7.2,6,86,07:16 PM,07:43 AM,06:53 AM,06:10 PM,20,25,25,23,7,57,84,15.5,1013,28,9,56,4,boise
2019-11-14,29,21,0.0,10.1,6,78,08:04 PM,08:38 AM,06:54 AM,06:09 PM,21,26,26,24,6,39,85,1.1,1014,29,9,31,4,boise
2019-11-15,28,21,0.0,8.7,6,71,08:56 PM,09:36 AM,06:54 AM,06:09 PM,21,26,26,24,6,53,85,1.6,1014,28,8,109,4,boise
2019-11-16,27,19,0.0,7.2,6,63,09:53 PM,10:32 AM,06:55 AM,06:09 PM,20,24,24,23,6,58,85,2.7,1011,27,9,268,4,boise
2019-11-17,28,20,0.0,8.7,6,56,10:52 PM,11:28 AM,06:55 AM,06:09 PM,21,26,26,24,5,54,85,0.5,1010,28,9,272,3,boise
2019-11-18,27,20,0.0,7.2,5,48,11:53 PM,12:21 PM,06:56 AM,06:09 PM,20,24,24,23,6,62,86,11.9,1011,27,8,269,3,boise
2019-11-19,27,20,0.0,5.8,6,41,No moonrise,01:10 PM,06:57 AM,06:09 PM,20,25,25,23,7,58,84,4.9,1013,27,10,220,4,boise
2019-11-20,26,20,0.0,7.2,5,33,12:53 AM,01:57 PM,06:57 AM,06:08 PM,20,23,23,22,10,49,87,15.7,1014,26,9,344,6,boise
2019-11-21,26,20,0.0,5.8,5,26,01:53 AM,02:41 PM,06:58 AM,06:08 PM,21,24,24,22,11,74,90,4.4,1014,26,9,121,8,boise
2019-11-22,23,17,0.0,5.8,5,18,02:52 AM,03:24 PM,06:58 AM,06:08 PM,18,21,21,20,14,63,88,0.9,1014,23,7,25,8,boise
2019-11-23,26,16,0.0,11.5,6,10,03:51 AM,04:06 PM,06:59 AM,06:08 PM,18,21,21,21,10,10,84,0.0,1014,26,7,37,6,boise
2019-11-24,29,17,0.0,11.5,7,3,04:51 AM,04:50 PM,06:59 AM,06:08 PM,19,25,25,23,4,8,79,0.0,1014,29,9,133,2,boise
2019-11-25,28,17,0.0,11.1,7,0,05:52 AM,05:37 PM,07:00 AM,06:08 PM,18,24,24,23,6,1,77,0.0,1013,28,10,209,4,boise
2019-11-26,29,19,0.0,11.1,7,0,06:52 AM,06:25 PM,07:01 AM,06:08 PM,20,25,25,23,6,14,82,0.0,1014,29,8,39,4,boise
2019-11-27,26,22,0.0,11.1,7,0,07:54 AM,07:17 PM,07:01 AM,06:08 PM,22,26,26,23,17,48,90,0.1,1016,26,5,6,12,boise
2019-11-28,26,16,0.0,11.1,5,4,08:53 AM,08:11 PM,07:02 AM,06:08 PM,20,23,23,22,11,43,86,0.2,1015,26,6,19,8,boise
2019-11-29,24,17,0.0,11.1,5,12,09:49 AM,09:06 PM,07:03 AM,06:08 PM,19,22,22,21,10,34,86,0.6,1014,24,8,6,8,boise
2019-11-30,24,14,0.0,10.1,5,20,10:41 AM,10:00 PM,07:03 AM,06:09 PM,17,20,20,19,10,39,86,0.7,1013,24,10,13,6,boise
2019-12-01,27,16,0.0,11.1,6,26,11:29 AM,10:54 PM,07:04 AM,06:09 PM,19,22,22,21,8,22,84,0.0,1014,27,10,33,6,boise
2019-12-02,29,20,0.0,11.1,7,33,12:12 PM,11:45 PM,07:04 AM,06:09 PM,19,26,26,24,4,14,80,0.0,1015,29,9,178,3,boise
2019-12-03,27,19,0.0,10.1,6,41,12:51 PM,No moonset,07:05 AM,06:09 PM,19,24,24,23,6,42,83,1.8,1014,27,8,249,4,boise
2019-12-04,26,19,0.0,8.6,5,48,01:28 PM,12:35 AM,07:06 AM,06:09 PM,19,23,23,22,5,44,83,5.9,1014,26,8,239,3,boise
2019-12-05,27,19,0.0,8.6,5,55,02:03 PM,01:24 AM,07:06 AM,06:09 PM,19,24,24,22,7,40,83,1.0,1016,27,10,48,4,boise
2019-12-06,25,19,0.0,8.6,5,62,02:37 PM,02:11 AM,07:07 AM,06:10 PM,19,23,23,22,10,52,86,0.6,1017,25,8,28,6,boise
2019-12-07,25,19,0.0,7.0,5,70,03:12 PM,02:59 AM,07:08 AM,06:10 PM,19,23,23,22,10,69,88,5.1,1016,25,6,7,5,boise
2019-12-08,26,19,0.0,5.5,5,77,03:48 PM,03:48 AM,07:08 AM,06:10 PM,20,24,24,23,9,63,87,1.2,1016,26,7,26,6,boise
2019-12-09,29,20,0.0,11.0,6,84,04:27 PM,04:39 AM,07:09 AM,06:10 PM,20,25,25,23,7,31,85,0.1,1016,29,7,30,5,boise
2019-12-10,26,20,0.0,8.6,5,92,05:10 PM,05:32 AM,07:09 AM,06:11 PM,19,23,23,22,8,42,84,4.3,1017,26,8,18,5,boise
2019-12-11,27,18,0.0,11.0,5,99,05:57 PM,06:28 AM,07:10 AM,06:11 PM,19,23,23,22,13,21,84,0.1,1017,27,9,24,8,boise
2019-12-12,26,20,0.0,11.0,6,100,06:48 PM,07:26 AM,07:11 AM,06:11 PM,19,23,23,22,13,9,81,0.0,1015,26,10,37,9,boise
2019-12-13,30,18,0.0,11.0,7,87,07:45 PM,08:24 AM,07:11 AM,06:12 PM,19,25,25,23,5,9,79,0.0,1013,30,10,137,3,boise
2019-12-14,29,20,0.0,10.1,7,79,08:45 PM,09:23 AM,07:12 AM,06:12 PM,19,25,25,24,6,23,79,0.0,1014,29,10,226,4,boise
2019-12-15,0,21,0.0,7.0,2,72,09:47 PM,10:17 AM,07:12 AM,06:12 PM,20,21,21,21,4,67,92,0.4,1017,0,10,0,2,boise
2019-12-16,25,19,0.0,8.6,5,65,10:48 PM,11:09 AM,07:13 AM,06:13 PM,18,23,23,22,9,54,81,0.7,1016,25,10,40,6,boise
2019-12-17,26,18,0.0,10.1,5,58,11:48 PM,11:57 AM,07:13 AM,06:13 PM,18,22,22,22,6,34,80,0.2,1014,26,10,134,3,boise
2019-12-18,26,19,0.0,10.1,5,50,No moonrise,12:41 PM,07:14 AM,06:14 PM,18,23,23,22,10,27,80,1.7,1014,26,10,132,6,boise
2019-12-19,27,18,0.0,8.5,5,43,12:46 AM,01:23 PM,07:15 AM,06:14 PM,18,23,23,22,8,48,80,3.7,1015,27,10,100,5,boise
2019-12-20,28,20,0.0,11.0,7,36,01:44 AM,02:04 PM,07:15 AM,06:15 PM,19,25,25,23,5,20,79,0.2,1016,28,10,138,4,boise
2019-12-21,27,20,0.0,11.0,6,28,02:42 AM,02:46 PM,07:16 AM,06:15 PM,19,24,24,23,9,14,82,0.0,1016,27,10,37,7,boise
2019-12-22,27,19,0.0,10.1,5,21,03:40 AM,03:30 PM,07:16 AM,06:16 PM,19,24,24,23,6,32,82,0.1,1015,27,8,160,4,boise
2019-12-23,27,20,0.0,11.0,6,14,04:39 AM,04:16 PM,07:17 AM,06:16 PM,18,24,24,23,8,5,75,0.0,1014,27,10,150,5,boise
2019-12-24,26,19,0.0,11.0,6,7,05:39 AM,05:06 PM,07:17 AM,06:17 PM,17,23,23,22,9,7,77,0.0,1012,26,10,161,6,boise
2019-12-25,26,20,0.0,8.6,5,0,06:38 AM,05:58 PM,07:17 AM,06:17 PM,19,24,24,23,8,38,82,0.7,1011,26,9,245,4,boise
2019-12-26,26,18,0.0,10.1,5,0,07:36 AM,06:52 PM,07:18 AM,06:18 PM,20,23,23,22,9,55,86,0.8,1012,26,7,24,6,boise
2019-12-27,25,19,0.0,11.0,6,0,08:30 AM,07:48 PM,07:18 AM,06:18 PM,19,22,22,22,10,27,84,0.0,1015,25,8,26,7,boise
2019-12-28,28,19,0.0,11.0,7,8,09:20 AM,08:42 PM,07:19 AM,06:19 PM,19,24,24,23,9,12,79,0.1,1015,28,9,23,6,boise
2019-12-29,26,19,0.0,10.1,5,15,10:06 AM,09:35 PM,07:19 AM,06:19 PM,19,23,23,22,10,56,83,0.8,1014,26,7,33,6,boise
2019-12-30,27,18,0.0,10.1,5,22,10:47 AM,10:26 PM,07:20 AM,06:20 PM,19,22,22,22,8,51,83,0.6,1014,27,7,251,5,boise
2019-12-31,27,19,0.0,7.0,5,26,11:25 AM,11:16 PM,07:20 AM,06:21 PM,19,23,23,22,7,73,85,7.1,1015,27,8,171,4,boise
