date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location,label
5/2/2018,18,4,0,11.6,4,82,11:35 PM,8:34 AM,6:36 AM,8:48 PM,2,10,11,10,16,12,56,0,1014,18,10,303,11,83706,0
5/3/2018,21,6,0,11.6,4,75,No moonrise,9:15 AM,6:34 AM,8:50 PM,2,13,13,13,12,4,49,0,1018,21,10,286,8,83706,0
5/4/2018,25,11,0,11.6,5,68,12:29 AM,10:00 AM,6:33 AM,8:51 PM,3,18,18,18,9,9,40,0,1020,25,10,89,5,83706,0
5/5/2018,25,13,0,11.6,5,60,1:19 AM,10:49 AM,6:31 AM,8:52 PM,5,19,19,19,10,24,40,0,1017,25,10,109,6,83706,0
5/6/2018,25,13,0,11.6,5,53,2:03 AM,11:43 AM,6:30 AM,8:53 PM,6,19,19,19,15,6,42,0,1013,25,10,209,10,83706,0
5/7/2018,22,10,0,11.6,5,46,2:42 AM,12:39 PM,6:29 AM,8:54 PM,5,17,17,17,16,4,49,0,1018,22,10,330,10,83706,0
5/8/2018,26,11,0,10.5,5,39,3:17 AM,1:38 PM,6:28 AM,8:55 PM,5,19,19,19,8,15,43,0,1017,26,10,92,5,83706,0
5/9/2018,24,13,0,11.6,5,31,3:49 AM,2:38 PM,6:26 AM,8:57 PM,8,19,19,19,15,16,52,1,1012,24,10,273,9,83706,1
5/10/2018,18,9,0,11.6,4,24,4:18 AM,3:41 PM,6:25 AM,8:58 PM,6,13,14,13,22,21,59,0.2,1012,18,10,319,16,83706,1
5/11/2018,14,5,0,9.4,3,17,4:46 AM,4:46 PM,6:24 AM,8:59 PM,2,7,9,7,29,38,60,0.3,1013,14,10,321,21,83706,1
5/12/2018,16,7,0,13.4,4,9,5:15 AM,5:53 PM,6:23 AM,9:00 PM,4,10,11,10,15,68,62,0,1011,16,10,262,10,83706,0
5/13/2018,17,9,0,12.4,3,2,5:44 AM,7:02 PM,6:22 AM,9:01 PM,7,11,12,11,11,62,72,2.2,1014,17,10,187,7,83706,1
5/14/2018,22,8,0,14.5,5,0,6:16 AM,8:13 PM,6:21 AM,9:02 PM,4,15,16,15,11,5,52,0,1016,22,10,196,7,83706,0
5/15/2018,22,13,0,14.5,5,0,6:52 AM,9:26 PM,6:19 AM,9:03 PM,6,17,18,17,15,13,47,0.3,1013,22,10,118,10,83706,1
5/16/2018,22,12,0,14.5,5,5,7:35 AM,10:37 PM,6:18 AM,9:04 PM,6,17,17,17,15,19,50,0,1012,22,10,169,10,83706,0
5/17/2018,19,10,0,14.5,4,12,8:24 AM,11:45 PM,6:17 AM,9:05 PM,8,15,15,15,14,30,66,2.3,1011,19,10,326,9,83706,1
5/18/2018,21,12,0,14.5,4,19,9:22 AM,No moonset,6:16 AM,9:06 PM,9,16,16,16,14,29,64,2.5,1011,21,9,277,9,83706,1
5/19/2018,23,10,0,14.5,5,27,10:26 AM,12:45 AM,6:16 AM,9:08 PM,5,17,17,17,9,5,49,0,1012,23,10,162,6,83706,0
5/20/2018,22,14,0,12.4,4,34,11:36 AM,1:37 AM,6:15 AM,9:09 PM,7,17,17,17,10,51,52,0.3,1011,22,10,199,6,83706,1
5/21/2018,23,11,0,14.5,5,41,12:46 PM,2:20 AM,6:14 AM,9:10 PM,9,17,17,17,12,17,64,0.1,1011,23,10,315,8,83706,1
5/22/2018,24,12,0,14.5,5,48,1:56 PM,2:58 AM,6:13 AM,9:11 PM,9,18,18,18,8,12,59,1.3,1010,24,10,242,5,83706,1
5/23/2018,24,14,0,14.5,5,56,3:04 PM,3:31 AM,6:12 AM,9:12 PM,9,19,20,19,12,17,53,0.3,1009,24,10,180,8,83706,1
5/24/2018,26,14,0,14.5,5,63,4:11 PM,4:01 AM,6:11 AM,9:13 PM,9,20,21,20,9,17,52,0,1014,26,10,149,5,83706,0
5/25/2018,28,14,0,14.5,6,70,5:17 PM,4:29 AM,6:11 AM,9:14 PM,8,21,21,21,13,6,47,0.2,1009,28,10,213,8,83706,1
5/26/2018,21,12,0,14.5,5,78,6:21 PM,4:57 AM,6:10 AM,9:14 PM,10,16,17,16,21,21,66,0.9,1010,21,10,158,15,83706,1
5/27/2018,25,10,0,14.5,5,85,7:25 PM,5:27 AM,6:09 AM,9:15 PM,8,16,17,16,24,10,57,0.8,1013,25,10,309,16,83706,1
5/28/2018,25,13,0,14.5,5,92,8:26 PM,5:58 AM,6:08 AM,9:16 PM,10,18,18,18,17,20,59,0.3,1014,25,10,304,11,83706,1
5/29/2018,26,12,0,14.5,5,99,9:26 PM,6:32 AM,6:08 AM,9:17 PM,6,20,20,20,13,2,44,0,1011,26,10,260,8,83706,0
5/30/2018,24,11,0,14.5,5,100,10:22 PM,7:11 AM,6:07 AM,9:18 PM,7,17,18,17,13,6,50,0,1005,24,10,272,8,83706,0
5/31/2018,21,11,0,14.5,5,89,11:14 PM,7:54 AM,6:07 AM,9:19 PM,8,16,16,16,14,15,63,2.1,1005,21,10,278,10,83706,1
6/1/2018,18,6,0,14.5,4,74,No moonrise,8:42 AM,6:06 AM,9:20 PM,2,11,12,11,18,9,52,0,1018,18,10,278,13,83706,0
6/2/2018,25,10,0,14.5,5,67,12:00 AM,9:34 AM,6:06 AM,9:20 PM,1,17,17,17,11,2,35,0,1022,25,10,158,7,83706,0
6/3/2018,30,15,0,14.5,6,59,12:41 AM,10:29 AM,6:05 AM,9:21 PM,4,22,22,22,17,5,31,0,1014,30,10,124,11,83706,0
6/4/2018,27,14,0,14.5,6,52,1:18 AM,11:27 AM,6:05 AM,9:22 PM,7,21,22,21,17,5,41,0,1009,27,10,301,11,83706,0
6/5/2018,25,12,0,14.5,5,44,1:50 AM,12:26 PM,6:04 AM,9:23 PM,5,19,19,19,20,4,43,0,1010,25,10,279,13,83706,0
6/6/2018,29,13,0,14.5,6,36,2:19 AM,1:27 PM,6:04 AM,9:23 PM,5,21,21,21,13,19,36,0,1009,29,10,253,8,83706,0
6/7/2018,27,17,0,14.5,6,29,2:47 AM,2:29 PM,6:04 AM,9:24 PM,7,21,22,21,11,33,42,0,1008,27,10,253,7,83706,0
6/8/2018,29,13,0,14.5,6,21,3:15 AM,3:33 PM,6:04 AM,9:25 PM,9,21,21,21,8,6,51,0.3,1012,29,10,224,5,83706,1
6/9/2018,22,12,0,13.5,5,14,3:43 AM,4:40 PM,6:03 AM,9:25 PM,8,18,18,18,20,25,52,1.7,1008,22,10,280,13,83706,1
6/10/2018,15,5,0,14.5,4,6,4:12 AM,5:50 PM,6:03 AM,9:26 PM,-1,9,11,9,19,16,48,0,1016,15,10,269,13,83706,0
6/11/2018,19,11,0,14.5,4,0,4:46 AM,7:01 PM,6:03 AM,9:26 PM,0,14,14,14,16,20,37,0,1016,19,10,176,12,83706,0
6/12/2018,26,7,0,14.5,5,0,5:25 AM,8:14 PM,6:03 AM,9:27 PM,-3,16,16,16,8,0,29,0,1017,26,10,113,4,83706,0
6/13/2018,30,15,0,14.5,6,0,6:11 AM,9:26 PM,6:03 AM,9:27 PM,1,22,22,22,12,6,25,0,1008,30,10,155,7,83706,0
6/14/2018,21,12,0,13.5,5,1,7:06 AM,10:31 PM,6:03 AM,9:28 PM,4,17,17,17,25,19,43,0,1010,21,10,319,18,83706,0
6/15/2018,23,11,0,12.5,5,9,8:09 AM,11:29 PM,6:03 AM,9:28 PM,2,18,18,18,11,41,37,0,1007,23,10,249,7,83706,0
6/16/2018,22,10,0,14.5,5,16,9:19 AM,No moonset,6:03 AM,9:29 PM,4,17,17,17,11,14,46,0.3,1006,22,10,287,7,83706,1
6/17/2018,16,12,0,10.5,3,24,10:31 AM,12:18 AM,6:03 AM,9:29 PM,7,12,13,12,15,76,69,1.5,1009,16,10,309,11,83706,1
6/18/2018,20,10,0,14.5,5,31,11:44 AM,12:59 AM,6:03 AM,9:29 PM,9,15,15,15,9,30,67,0.1,1013,20,10,222,6,83706,1
6/19/2018,23,12,0,14.5,5,39,12:55 PM,1:34 AM,6:03 AM,9:30 PM,9,17,18,17,11,23,60,0,1017,23,10,306,8,83706,0
6/20/2018,28,14,0,14.5,6,46,2:03 PM,2:05 AM,6:03 AM,9:30 PM,9,21,21,21,10,12,49,0,1017,28,10,100,6,83706,0
6/21/2018,25,14,0,14.5,6,54,3:10 PM,2:34 AM,6:03 AM,9:30 PM,9,20,20,20,18,11,52,0.4,1015,25,10,246,13,83706,1
6/22/2018,29,15,0,14.5,6,61,4:14 PM,3:02 AM,6:04 AM,9:30 PM,8,22,22,22,10,8,45,0,1015,29,10,173,6,83706,0
6/23/2018,23,14,0,14.5,5,69,5:17 PM,3:31 AM,6:04 AM,9:30 PM,6,19,19,19,28,4,44,0,1013,23,10,307,19,83706,0
6/24/2018,28,12,0,14.5,5,77,6:19 PM,4:01 AM,6:04 AM,9:30 PM,6,20,20,20,10,2,44,0,1016,28,10,227,6,83706,0
6/25/2018,31,18,0,14.5,6,84,7:19 PM,4:33 AM,6:05 AM,9:31 PM,7,24,24,25,23,10,33,0,1010,31,10,201,14,83706,0
6/26/2018,26,12,0,14.5,5,92,8:16 PM,5:10 AM,6:05 AM,9:31 PM,3,19,19,19,24,4,35,0,1014,26,10,320,16,83706,0
6/27/2018,31,13,0,14.5,6,99,9:09 PM,5:51 AM,6:05 AM,9:31 PM,2,22,22,23,9,1,27,0,1010,31,10,249,5,83706,0
6/28/2018,25,16,0,14.5,6,100,9:57 PM,6:37 AM,6:06 AM,9:30 PM,4,21,21,21,27,4,35,0,1008,25,10,316,19,83706,0
6/29/2018,23,11,0,14.5,5,86,10:40 PM,7:28 AM,6:06 AM,9:30 PM,5,17,18,17,23,8,44,0,1014,23,10,313,16,83706,0
6/30/2018,25,12,0,14.5,5,78,11:19 PM,8:21 AM,6:07 AM,9:30 PM,5,18,18,18,17,5,43,0,1018,25,10,281,11,83706,0
7/1/2018,27,13,0,14.5,6,75,11:52 PM,9:18 AM,6:07 AM,9:30 PM,6,20,20,20,16,5,42,0,1016,27,10,248,11,83706,0
7/2/2018,25,13,0,14.5,5,68,No moonrise,10:17 AM,6:08 AM,9:30 PM,2,19,19,19,24,2,32,0,1014,25,10,322,16,83706,0
7/3/2018,22,9,0,14.5,5,61,12:22 AM,11:17 AM,6:08 AM,9:30 PM,0,15,16,15,24,1,36,0,1015,22,10,310,16,83706,0
7/4/2018,32,13,0,14.5,6,54,12:50 AM,12:17 PM,6:09 AM,9:29 PM,1,21,21,21,13,46,28,0,1015,32,10,124,8,83706,0
7/5/2018,36,17,0,14.5,7,46,1:17 AM,1:20 PM,6:10 AM,9:29 PM,3,26,26,27,12,6,25,0,1015,36,10,166,7,83706,0
7/6/2018,32,20,0,14.5,7,39,1:44 AM,2:23 PM,6:10 AM,9:29 PM,2,25,25,26,16,11,23,0,1019,32,10,314,11,83706,0
7/7/2018,32,19,0,14.5,7,32,2:12 AM,3:30 PM,6:11 AM,9:28 PM,6,24,24,25,15,14,30,0,1016,32,10,180,9,83706,0
7/8/2018,34,19,0,14.5,7,24,2:42 AM,4:38 PM,6:12 AM,9:28 PM,6,25,25,26,14,8,30,0,1013,34,10,240,9,83706,0
7/9/2018,36,18,0,14.5,7,17,3:18 AM,5:50 PM,6:12 AM,9:27 PM,5,27,27,27,11,1,25,0,1014,36,10,212,7,83706,0
7/10/2018,29,18,0,14.5,6,10,3:59 AM,7:01 PM,6:13 AM,9:27 PM,5,24,24,25,22,1,28,0,1015,29,10,280,15,83706,0
7/11/2018,30,14,0,14.5,6,3,4:48 AM,8:10 PM,6:14 AM,9:26 PM,5,22,22,23,18,0,34,0,1016,30,10,314,12,83706,0
7/12/2018,31,15,0,14.5,6,0,5:48 AM,9:13 PM,6:15 AM,9:26 PM,5,23,23,23,17,0,33,0,1015,31,10,318,11,83706,0
7/13/2018,34,17,0,14.5,7,0,6:55 AM,10:07 PM,6:15 AM,9:25 PM,4,25,25,26,11,2,27,0,1015,34,10,257,7,83706,0
7/14/2018,35,19,0,14.5,7,4,8:08 AM,10:53 PM,6:16 AM,9:25 PM,3,26,26,28,15,20,21,0,1014,35,10,208,10,83706,0
7/15/2018,35,19,0,14.5,7,12,9:24 AM,11:33 PM,6:17 AM,9:24 PM,4,26,26,27,16,10,24,0,1015,35,10,323,11,83706,0
7/16/2018,34,20,0,14.5,7,19,10:38 AM,No moonset,6:18 AM,9:23 PM,6,26,26,27,12,5,26,0.2,1015,34,10,233,8,83706,1
7/17/2018,34,19,0,14.5,7,26,11:50 AM,12:06 AM,6:19 AM,9:23 PM,6,26,26,27,10,1,28,0,1016,34,10,225,7,83706,0
7/18/2018,34,20,0,14.5,7,34,12:59 PM,12:37 AM,6:20 AM,9:22 PM,2,26,26,28,16,0,21,0,1015,34,10,198,10,83706,0
7/19/2018,34,17,0,14.5,7,41,2:05 PM,1:06 AM,6:21 AM,9:21 PM,2,25,25,26,15,1,22,0,1015,34,10,329,10,83706,0
7/20/2018,33,17,0,14.5,7,48,3:10 PM,1:35 AM,6:22 AM,9:20 PM,1,25,25,26,12,3,21,0,1012,33,10,237,8,83706,0
7/21/2018,33,16,0,14.5,6,55,4:12 PM,2:04 AM,6:23 AM,9:19 PM,-1,24,24,25,15,19,19,0,1012,33,10,320,10,83706,0
7/22/2018,31,16,0,14.5,6,63,5:13 PM,2:36 AM,6:24 AM,9:18 PM,-1,23,23,24,21,3,21,0,1018,31,10,278,13,83706,0
7/23/2018,35,18,0,14.5,7,70,6:10 PM,3:11 AM,6:25 AM,9:17 PM,-1,25,25,26,9,3,17,0,1018,35,10,238,6,83706,0
7/24/2018,36,21,0,14.5,7,77,7:05 PM,3:50 AM,6:26 AM,9:16 PM,5,28,28,29,10,8,22,0.1,1016,36,10,217,7,83706,1
7/25/2018,35,20,0,14.5,7,84,7:55 PM,4:34 AM,6:27 AM,9:15 PM,5,27,27,29,16,4,25,0.1,1017,35,10,276,11,83706,1
7/26/2018,35,20,0,14.5,7,92,8:39 PM,5:23 AM,6:28 AM,9:14 PM,3,27,27,28,14,2,22,0,1017,35,10,292,10,83706,0
7/27/2018,35,19,0,14.5,7,99,9:19 PM,6:16 AM,6:29 AM,9:13 PM,1,26,26,27,14,1,19,0,1014,35,10,248,9,83706,0
7/28/2018,34,19,0,14.5,7,100,9:54 PM,7:12 AM,6:30 AM,9:12 PM,2,26,26,27,13,1,22,0,1013,34,10,231,9,83706,0
7/29/2018,34,19,0,14.5,7,86,10:25 PM,8:10 AM,6:31 AM,9:11 PM,2,26,26,27,12,0,22,0,1016,34,10,270,8,83706,0
7/30/2018,35,19,0,14.5,7,79,10:54 PM,9:10 AM,6:32 AM,9:10 PM,3,27,27,28,10,5,22,0,1017,35,10,164,7,83706,0
7/31/2018,37,24,0,13.4,7,75,11:21 PM,10:10 AM,6:33 AM,9:09 PM,3,28,28,30,13,23,19,0.1,1013,37,10,118,8,83706,1
8/1/2018,35,22,0,14.5,7,65,11:48 PM,11:11 AM,6:34 AM,9:07 PM,5,28,28,29,10,15,23,0.1,1011,35,10,219,7,83706,1
8/2/2018,33,19,0,14.5,7,57,No moonrise,12:13 PM,6:35 AM,9:06 PM,3,25,25,27,14,12,23,0,1011,33,10,288,10,83706,0
8/3/2018,29,16,0,14.5,6,50,12:14 AM,1:17 PM,6:36 AM,9:05 PM,0,22,22,23,18,5,23,0,1012,29,10,323,12,83706,0
8/4/2018,28,14,0,14.5,6,43,12:43 AM,2:23 PM,6:37 AM,9:04 PM,2,22,21,22,19,1,29,0,1012,28,10,283,12,83706,0
8/5/2018,29,15,0,14.5,6,36,1:15 AM,3:31 PM,6:38 AM,9:02 PM,1,22,22,22,16,4,27,0,1013,29,10,317,11,83706,0
8/6/2018,31,17,0,14.5,6,28,1:52 AM,4:40 PM,6:39 AM,9:01 PM,2,23,23,24,12,1,24,0,1017,31,10,212,7,83706,0
8/7/2018,33,18,0,14.5,7,21,2:36 AM,5:49 PM,6:41 AM,9:00 PM,2,25,25,26,14,0,23,0,1015,33,10,199,10,83706,0
8/8/2018,36,20,0,11.6,7,14,3:29 AM,6:54 PM,6:42 AM,8:58 PM,2,27,27,28,10,0,20,0,1014,36,10,162,6,83706,0
8/9/2018,38,21,0,11.6,7,6,4:31 AM,7:52 PM,6:43 AM,8:57 PM,2,29,29,30,11,0,18,0,1014,38,10,153,7,83706,0
8/10/2018,40,25,0,11.6,8,0,5:42 AM,8:42 PM,6:44 AM,8:55 PM,0,30,30,32,16,0,14,0,1012,40,10,170,10,83706,0
8/11/2018,38,24,0,11.6,8,0,6:56 AM,9:25 PM,6:45 AM,8:54 PM,1,29,29,31,14,23,16,0.2,1011,38,10,276,8,83706,1
8/12/2018,29,18,0,11.6,6,1,8:13 AM,10:02 PM,6:46 AM,8:52 PM,4,23,23,24,25,9,28,0,1014,29,10,316,16,83706,0
8/13/2018,32,16,0,11.6,6,8,9:28 AM,10:35 PM,6:47 AM,8:51 PM,0,23,23,24,18,0,22,0,1014,32,10,320,12,83706,0
8/14/2018,32,16,0,11.6,6,15,10:40 AM,11:06 PM,6:48 AM,8:49 PM,-1,23,23,24,15,0,21,0,1012,32,10,284,10,83706,0
8/15/2018,35,18,0,11.6,7,22,11:50 AM,11:35 PM,6:50 AM,8:48 PM,-3,25,25,27,11,5,15,0,1012,35,10,159,7,83706,0
8/16/2018,34,21,0,11.6,7,30,12:57 PM,No moonset,6:51 AM,8:46 PM,3,27,27,28,11,7,21,0,1014,34,10,184,6,83706,0
8/17/2018,32,22,0,11.6,7,37,2:02 PM,12:05 AM,6:52 AM,8:45 PM,5,26,26,27,15,6,27,0.3,1016,32,10,194,9,83706,1
8/18/2018,30,17,0,11.6,6,44,3:05 PM,12:36 AM,6:53 AM,8:43 PM,2,23,23,24,14,0,27,0,1018,30,10,316,10,83706,0
8/19/2018,33,18,0,11.6,7,51,4:04 PM,1:11 AM,6:54 AM,8:42 PM,3,24,24,25,16,0,25,0,1015,33,10,128,10,83706,0
8/20/2018,31,17,0,11.6,6,59,5:00 PM,1:49 AM,6:55 AM,8:40 PM,3,23,23,24,19,2,27,0,1011,31,10,253,13,83706,0
8/21/2018,27,14,0,11.6,6,66,5:51 PM,2:31 AM,6:56 AM,8:38 PM,5,20,20,20,16,0,39,0,1016,27,10,315,10,83706,0
8/22/2018,29,16,0,11.6,6,73,6:37 PM,3:19 AM,6:57 AM,8:37 PM,6,22,21,22,11,5,37,0.7,1014,29,10,212,7,83706,1
8/23/2018,29,16,0,11.6,6,81,7:19 PM,4:10 AM,6:59 AM,8:35 PM,3,23,23,23,10,1,28,0,1013,29,10,150,6,83706,0
8/24/2018,27,16,0,11.6,6,88,7:56 PM,5:06 AM,7:00 AM,8:33 PM,2,22,22,22,17,16,28,0,1011,27,10,216,11,83706,0
8/25/2018,27,13,0,11.6,6,95,8:28 PM,6:03 AM,7:01 AM,8:32 PM,0,20,20,20,16,19,27,0,1012,27,10,316,10,83706,0
8/26/2018,22,13,0,10.4,5,100,8:58 PM,7:03 AM,7:02 AM,8:30 PM,3,18,18,18,20,34,39,0,1011,22,10,322,14,83706,0
8/27/2018,20,12,0,11.6,5,100,9:25 PM,8:03 AM,7:03 AM,8:28 PM,5,15,15,15,20,27,53,0.5,1013,20,9,326,14,83706,1
8/28/2018,23,8,0,11.6,5,83,9:52 PM,9:05 AM,7:04 AM,8:27 PM,2,15,16,15,9,4,44,0,1018,23,10,239,6,83706,0
8/29/2018,28,12,0,11.6,5,76,10:18 PM,10:07 AM,7:05 AM,8:25 PM,1,20,19,20,11,0,32,0,1014,28,10,87,7,83706,0
8/30/2018,28,16,0,11.6,6,69,10:46 PM,11:10 AM,7:07 AM,8:23 PM,1,22,22,22,18,4,26,0.7,1011,28,10,241,12,83706,1
